pokemon_names,pokemon_cute,multiple_pokes_in_pic,photo_contrast_level,pokes_size_in_frame,looks_fluffy,original_image_source
Shellder,False,False,High,Small,False,Pixiv
Skitty,False,True,High,Small,False,Pixiv
Kingler,False,False,High,Large,False,Pixiv
Mightyena,False,False,High,Small,True,Twitter
Donphan,False,False,Low,Large,False,Twitter
Golbat,False,False,Low,Large,False,Pixiv
Shiftry,False,False,Low,Large,False,Pixiv
Charmander,True,False,High,Small,True,Pixiv
Purugly,False,False,Low,Large,False,Pixiv
Skiddo,False,False,Low,Large,False,Pixiv
Lanturn,False,False,Low,Small,True,Pixiv
Pelipper,False,False,Low,Large,False,Twitter
Bewear,False,False,Low,Small,True,Pixiv
Mienshao,False,False,Low,Large,False,Twitter
Staraptor,False,False,Low,Small,True,Pixiv
Skiddo,False,False,High,Large,False,Pixiv
Drifloon,False,False,High,Large,False,Pixiv
Seadra,True,False,Low,Small,True,Pixiv
Metang,False,False,High,Small,True,Twitter
Petilil,False,False,Low,Large,True,Pixiv
Toxapex,False,False,Low,Large,True,Twitter
Marshtomp,False,False,Low,Large,False,Twitter
Porygon2,False,True,Low,Small,False,Pixiv
Boldore,False,False,Low,Large,False,Twitter
Mew,True,False,Low,Large,True,Pixiv
Kakuna,False,False,Low,Large,False,Twitter
Spiritomb,False,False,High,Small,True,Twitter
Lurantis,False,False,Low,Large,True,Pixiv
Kingdra,False,False,High,Small,True,Pixiv
Omanyte,False,False,High,Large,True,Twitter
Steenee,False,False,Low,Small,True,Twitter
Turtwig,False,False,Low,Small,True,Pixiv
Weavile,True,False,Low,Large,False,Twitter
Dusknoir,False,False,Low,Large,True,Pixiv
Bronzong,False,False,High,Small,True,Twitter
Unown,False,True,Low,Large,True,Pixiv
Chatot,False,False,Low,Small,False,Twitter
Pinsir,False,False,High,Small,False,Pixiv
Medicham,False,False,High,Large,False,Pixiv
Skiploom,True,True,Low,Small,True,Pixiv
Weepinbell,False,False,High,Large,True,Twitter
Binacle,False,False,Low,Large,False,Pixiv
Taillow,False,False,High,Small,False,Pixiv
Shroomish,False,True,Low,Small,True,Pixiv
Braixen,False,False,Low,Small,False,Pixiv
Magearna,False,False,Low,Small,False,Pixiv
Dunsparce,False,False,Low,Large,False,Pixiv
Emolga,True,True,High,Large,True,Pixiv
Luxray,False,True,Low,Small,False,Twitter
Squirtle,True,False,Low,Small,True,Pixiv
Riolu,False,False,Low,Large,True,Pixiv
Walrein,False,False,Low,Small,False,Twitter
Wobbuffet,False,False,High,Large,False,Pixiv
Sableye,False,False,High,Large,False,Twitter
Magikarp,False,False,Low,Large,True,Twitter
Vulpix,True,False,Low,Small,True,Twitter
Goldeen,False,False,Low,Large,False,Twitter
Kabutops,False,False,High,Large,False,Twitter
Sentret,False,True,Low,Large,False,Pixiv
Lanturn,False,True,Low,Small,True,Twitter
Staraptor,False,False,High,Large,True,Pixiv
Sylveon,False,False,Low,Large,False,Pixiv
Umbreon,False,False,High,Large,False,Pixiv
Dhelmise,False,True,High,Large,False,Pixiv
Persian,False,True,High,Large,True,Twitter
Vulpix,True,False,High,Large,False,Pixiv
Chesnaught,False,False,Low,Large,False,Twitter
Garchomp,False,False,Low,Small,False,Twitter
Metagross,False,True,Low,Small,False,Pixiv
Rhyhorn,True,False,High,Small,True,Pixiv
Meganium,False,True,High,Small,True,Twitter
Timburr,False,False,Low,Small,False,Pixiv
Petilil,False,True,Low,Small,False,Pixiv
Burmy,False,False,High,Small,True,Twitter
Wynaut,False,True,Low,Small,False,Twitter
Liepard,False,True,Low,Small,False,Twitter
Vespiquen,False,False,Low,Small,False,Pixiv
Cobalion,False,True,High,Large,False,Pixiv
Quilladin,False,False,Low,Large,True,Pixiv
Mudbray,True,False,Low,Small,True,Pixiv
Zapdos,False,False,Low,Small,True,Pixiv
Excadrill,False,False,Low,Small,True,Pixiv
Wailmer,False,False,Low,Small,False,Twitter
Nosepass,False,True,Low,Small,True,Twitter
Prinplup,False,False,Low,Large,True,Twitter
Steelix,False,False,Low,Large,False,Twitter
Gligar,False,False,High,Small,False,Twitter
Doublade,False,False,Low,Small,True,Twitter
Audino,False,False,High,Large,False,Pixiv
Basculin,False,False,Low,Large,True,Pixiv
Sealeo,False,False,High,Large,False,Twitter
Zebstrika,False,False,High,Small,False,Pixiv
Staravia,False,False,Low,Large,False,Pixiv
Buzzwole,False,False,Low,Large,False,Pixiv
Comfey,False,False,High,Large,False,Twitter
Musharna,False,False,High,Large,True,Pixiv
Illumise,False,True,Low,Large,False,Pixiv
Feraligatr,False,True,High,Large,True,Pixiv
Claydol,False,False,High,Large,True,Twitter
Rockruff,False,False,Low,Large,False,Pixiv
Brionne,False,False,Low,Large,False,Pixiv
Mew,True,True,High,Small,True,Twitter
Audino,False,False,High,Large,False,Twitter
Chansey,False,False,Low,Small,False,Pixiv
Anorith,False,False,High,Large,False,Pixiv
Maractus,False,False,High,Small,True,Pixiv
Cubchoo,False,True,Low,Small,True,Pixiv
Petilil,False,False,Low,Small,True,Pixiv
Gible,False,False,Low,Small,True,Twitter
Finneon,False,False,Low,Small,True,Pixiv
Remoraid,False,False,Low,Small,True,Twitter
Simipour,False,False,Low,Small,False,Pixiv
Crobat,False,False,High,Large,True,Pixiv
Snover,False,True,Low,Small,False,Twitter
Litleo,False,False,Low,Large,False,Twitter
Arceus,False,False,Low,Small,False,Pixiv
Slugma,False,False,Low,Small,False,Pixiv
Shuppet,True,False,Low,Small,True,Twitter
Exeggcute,False,False,High,Small,False,Twitter
Ampharos,False,False,Low,Small,True,Pixiv
Excadrill,False,False,Low,Large,True,Twitter
Magikarp,False,False,Low,Small,False,Twitter
Wobbuffet,False,True,High,Small,False,Pixiv
Charizard,False,False,Low,Small,False,Pixiv
Koffing,False,False,Low,Small,False,Pixiv
Pikachu,True,False,Low,Small,True,Pixiv
Petilil,False,False,Low,Large,False,Pixiv
Crobat,False,False,Low,Large,True,Twitter
Glalie,False,False,High,Small,False,Twitter
Mothim,False,False,Low,Small,True,Pixiv
Vulpix,True,False,Low,Large,True,Pixiv
Munna,False,True,Low,Large,True,Pixiv
Cascoon,False,True,Low,Large,True,Twitter
Spritzee,False,False,High,Small,False,Pixiv
Wormadam,False,False,High,Small,True,Twitter
Primarina,False,False,Low,Large,True,Twitter
Horsea,False,False,Low,Small,False,Pixiv
Raichu,False,True,Low,Large,False,Pixiv
Archen,False,False,High,Large,False,Pixiv
Spinda,False,False,High,Small,True,Pixiv
Yanma,False,True,Low,Small,False,Pixiv
Grubbin,False,False,Low,Small,False,Pixiv
Froakie,False,False,Low,Large,False,Twitter
Gastrodon,False,False,Low,Large,True,Pixiv
Mismagius,True,False,High,Small,True,Pixiv
Vulpix,True,False,High,Large,True,Pixiv
Lillipup,False,False,Low,Large,False,Pixiv
Squirtle,True,True,Low,Large,True,Pixiv
Flabébé,False,True,Low,Small,False,Pixiv
Vivillon,False,False,Low,Small,True,Twitter
Victini,False,False,Low,Large,True,Pixiv
Igglybuff,False,False,High,Small,False,Pixiv
Bulbasaur,False,False,Low,Large,False,Twitter
Buizel,False,False,Low,Small,False,Pixiv
Absol,True,True,Low,Small,True,Pixiv
Herdier,False,False,Low,Small,False,Pixiv
Meditite,False,False,High,Small,True,Twitter
Walrein,False,False,High,Small,True,Pixiv
Lanturn,False,False,Low,Large,True,Twitter
Bonsly,False,False,High,Small,False,Pixiv
Charmander,True,False,High,Small,True,Twitter
Huntail,False,False,High,Small,False,Pixiv
Steenee,False,False,Low,Small,False,Pixiv
Vivillon,False,True,Low,Large,False,Twitter
Emolga,True,False,Low,Large,True,Twitter
Mew,True,False,Low,Small,False,Twitter
Persian,False,False,High,Small,False,Twitter
Grimer,False,False,High,Small,False,Twitter
Swanna,False,False,Low,Large,False,Pixiv
Pupitar,False,False,High,Large,False,Pixiv
Vulpix,True,True,Low,Large,False,Pixiv
Kingdra,False,False,High,Large,False,Twitter
Bulbasaur,True,False,Low,Small,True,Pixiv
Lileep,False,False,Low,Large,True,Twitter
Mandibuzz,False,False,Low,Small,False,Twitter
Espeon,False,False,Low,Small,True,Pixiv
Floatzel,False,False,High,Small,False,Pixiv
Squirtle,True,False,High,Small,False,Pixiv
Aron,False,False,Low,Large,True,Pixiv
Hitmonchan,False,False,High,Large,True,Twitter
Dugtrio,False,False,Low,Large,True,Twitter
Mew,True,False,Low,Small,True,Twitter
Cinccino,False,False,Low,Small,False,Pixiv
Mightyena,False,True,Low,Small,False,Twitter
Ho-Oh,False,False,High,Small,False,Twitter
Quilladin,False,True,High,Large,False,Pixiv
Cherrim,False,False,Low,Large,False,Twitter
Rampardos,False,False,High,Large,False,Pixiv
Farfetch'd,False,False,Low,Small,True,Pixiv
Garchomp,True,False,Low,Large,True,Twitter
Omastar,False,False,Low,Large,True,Pixiv
Watchog,False,False,High,Large,False,Twitter
Kricketot,False,True,Low,Large,True,Pixiv
Blastoise,False,True,High,Large,False,Pixiv
Clefairy,False,False,Low,Small,True,Pixiv
Amaura,False,False,Low,Large,False,Twitter
Scrafty,False,False,Low,Large,True,Pixiv
Tapu Fini,False,False,Low,Small,True,Pixiv
Audino,True,False,High,Large,True,Twitter
Starly,False,False,Low,Large,False,Twitter
Jumpluff,False,False,Low,Large,False,Pixiv
Rotom,False,False,Low,Large,False,Pixiv
Umbreon,False,False,Low,Small,True,Pixiv
Toxicroak,False,False,Low,Large,False,Twitter
Jigglypuff,False,False,Low,Large,False,Twitter
Florges,False,True,High,Large,False,Pixiv
Necrozma,False,False,Low,Large,True,Pixiv
Squirtle,True,False,High,Large,True,Twitter
Krokorok,False,False,Low,Small,True,Pixiv
Gloom,False,False,Low,Large,False,Pixiv
Decidueye,False,False,High,Small,False,Twitter
Amoonguss,False,True,High,Small,False,Twitter
Karrablast,False,True,High,Large,False,Pixiv
Abomasnow,False,False,Low,Large,False,Pixiv
Scizor,False,False,Low,Small,False,Twitter
Slugma,False,False,High,Large,True,Pixiv
Shuppet,False,False,Low,Large,False,Twitter
Zekrom,False,False,High,Small,True,Pixiv
Anorith,False,False,Low,Small,False,Pixiv
Misdreavus,False,False,High,Large,True,Pixiv
Pyroar,False,False,Low,Large,True,Twitter
Celesteela,False,False,High,Large,False,Pixiv
Aron,False,False,Low,Small,False,Pixiv
Mudbray,False,True,High,Small,False,Pixiv
Basculin,False,False,High,Small,False,Twitter
Espeon,False,False,High,Small,True,Pixiv
Clauncher,False,False,High,Small,True,Pixiv
Cryogonal,False,False,High,Small,False,Pixiv
Honchkrow,False,False,Low,Small,False,Pixiv
Lombre,False,False,Low,Small,True,Pixiv
Banette,False,True,Low,Small,True,Twitter
Omanyte,False,False,High,Large,False,Twitter
Makuhita,False,False,Low,Large,False,Twitter
Volbeat,False,False,High,Small,False,Pixiv
Natu,True,False,Low,Small,False,Pixiv
Charmeleon,True,False,Low,Large,False,Pixiv
Meganium,False,False,High,Large,False,Pixiv
Snorlax,False,False,High,Large,False,Pixiv
Togetic,False,False,Low,Large,False,Twitter
Charjabug,True,False,Low,Small,False,Twitter
Arcanine,False,False,High,Large,False,Pixiv
Joltik,False,False,Low,Small,True,Twitter
Kricketot,False,False,High,Small,False,Twitter
Huntail,True,False,Low,Large,False,Twitter
Mew,True,False,Low,Small,True,Twitter
Vulpix,True,False,Low,Large,False,Pixiv
Ivysaur,False,False,High,Large,True,Pixiv
Charjabug,False,False,Low,Large,True,Twitter
Bisharp,False,False,Low,Large,False,Pixiv
Tranquill,False,True,Low,Small,True,Pixiv
Cubchoo,False,True,Low,Small,False,Twitter
Nincada,False,False,High,Large,False,Pixiv
Salazzle,False,False,Low,Small,True,Pixiv
Linoone,False,True,Low,Large,False,Twitter
Tynamo,False,False,Low,Small,True,Pixiv
Mareanie,False,False,Low,Large,False,Twitter
Hariyama,False,True,High,Large,False,Pixiv
Accelgor,False,False,High,Large,True,Pixiv
Sharpedo,False,False,High,Large,False,Twitter
Trapinch,False,False,Low,Large,False,Pixiv
Tirtouga,False,False,Low,Large,False,Twitter
Scyther,False,True,High,Large,False,Twitter
Loudred,False,False,Low,Small,False,Twitter
Cryogonal,False,False,Low,Large,False,Pixiv
Klang,False,False,Low,Small,False,Twitter
Chingling,False,False,Low,Small,False,Pixiv
Zangoose,False,False,Low,Small,True,Twitter
Emboar,False,False,Low,Large,False,Pixiv
Carnivine,False,True,Low,Large,True,Pixiv
Yungoos,True,False,Low,Small,True,Pixiv
Cosmoem,False,False,High,Large,True,Twitter
Bulbasaur,True,False,High,Large,True,Pixiv
Vulpix,True,False,High,Large,True, 
Cranidos,False,False,High,Large,False,Pixiv
Jangmo-o,False,False,Low,Large,False,Twitter
Vulpix,True,True,Low,Large,False,Pixiv
Wooper,False,True,Low,Small,False,Pixiv
Durant,False,False,Low,Large,True,Pixiv
Mesprit,False,False,Low,Small,False,Twitter
Excadrill,False,False,High,Small,True,Twitter
Lucario,True,True,Low,Large,True,Pixiv
Staryu,False,True,Low,Small,False,Twitter
Sewaddle,False,False,High,Large,False,Pixiv
Glaceon,False,False,High,Large,False,Pixiv
Hypno,False,True,Low,Small,True,Twitter
Cosmoem,False,True,High,Small,False,Pixiv
Trubbish,False,False,Low,Small,True,Pixiv
Kadabra,False,True,Low,Large,False,Twitter
Aron,False,True,Low,Small,False,Pixiv
Cradily,False,False,High,Small,True,Pixiv
Pikachu,True,False,Low,Small,True,Pixiv
Abra,False,True,High,Large,False,Pixiv
Klink,False,False,Low,Large,False,Twitter
Chandelure,False,False,High,Small,False,Twitter
Gengar,False,False,Low,Large,False,Twitter
Exploud,False,False,High,Small,True,Pixiv
Trapinch,False,False,High,Large,True,Twitter
Patrat,False,False,Low,Small,True,Pixiv
Marshtomp,False,False,Low,Small,True,Twitter
Primeape,False,True,High,Small,False,Pixiv
Clefable,False,False,Low,Small,False,Twitter
Tynamo,False,False,High,Small,True,Twitter
Weedle,False,False,High,Large,False,Pixiv
Latias,False,False,High,Large,False,Twitter
Butterfree,False,False,Low,Small,False,Pixiv
Blitzle,False,False,Low,Small,False,Twitter
Hydreigon,False,True,Low,Small,True,Twitter
Shellder,False,False,Low,Large,False,Pixiv
Phanpy,False,False,Low,Large,True,Pixiv
Greninja,False,True,Low,Small,False,Pixiv
Cottonee,False,False,Low,Small,True,Twitter
Nidorina,False,False,Low,Large,True,Pixiv
Emolga,True,False,High,Small,False,Pixiv
Sudowoodo,False,False,High,Large,False,Twitter
Vulpix,True,False,High,Small,True,Twitter
Heliolisk,False,True,Low,Large,False,Twitter
Registeel,False,True,High,Small,False,Twitter
Venipede,False,False,High,Large,True,Pixiv
Spoink,False,False,High,Large,False,Pixiv
Tentacool,False,False,Low,Large,True,Pixiv
Shroomish,False,False,High,Small,True,Twitter
Aurorus,False,False,Low,Small,False,Twitter
Grimer,False,False,High,Large,True,Pixiv
Bagon,False,False,High,Large,True,Pixiv
Delibird,False,False,Low,Large,False,Twitter
Tsareena,True,False,Low,Small,True,Pixiv
Skitty,False,False,High,Large,True,Pixiv
Vibrava,False,True,High,Small,False,Pixiv
Poliwrath,False,False,High,Large,True,Pixiv
Mew,True,False,Low,Small,False,Pixiv
Marshtomp,False,False,Low,Small,False,Pixiv
Greninja,False,True,Low,Small,True,Pixiv
Squirtle,True,False,Low,Large,False,Pixiv
Deerling,False,False,Low,Small,False,Pixiv
Roserade,False,False,High,Small,True,Twitter
Skorupi,False,False,High,Large,True,Twitter
Espeon,False,True,Low,Large,False,Pixiv
Zygarde,False,False,High,Large,False,Pixiv
Bounsweet,False,False,High,Large,True,Pixiv
Galvantula,False,True,Low,Small,False,Pixiv
Staravia,False,False,Low,Small,True,Twitter
Pansear,False,False,High,Small,True,Pixiv
Butterfree,False,True,Low,Large,False,Pixiv
Lycanroc,False,False,High,Large,False,Pixiv
Slakoth,False,False,Low,Small,True,Pixiv
Starmie,False,False,Low,Small,False,Pixiv
Garchomp,True,True,High,Large,False,Pixiv
Carvanha,False,False,High,Large,False,Pixiv
Mawile,False,False,Low,Large,False,Pixiv
Hitmonchan,False,False,High,Small,False,Pixiv
Woobat,False,False,High,Large,False,Pixiv
Hitmonchan,True,True,Low,Small,False,Pixiv
Hypno,False,False,High,Small,True,Pixiv
Goodra,False,True,Low,Small,True,Pixiv
Raichu,False,False,High,Small,False,Twitter
Emolga,False,False,High,Small,False,Twitter
Espurr,False,False,Low,Small,True,Twitter
Pangoro,False,False,Low,Large,True,Pixiv
Brionne,False,False,Low,Small,False,Twitter
Burmy,False,True,Low,Small,True,Pixiv
Electrode,False,False,High,Large,True,Pixiv
Mudkip,False,False,Low,Large,False,Pixiv
Victreebel,False,False,Low,Large,True,Pixiv
Emolga,True,False,Low,Large,True,Twitter
Omastar,False,False,High,Small,False,Pixiv
Shellder,False,True,High,Small,True,Twitter
Pikipek,False,False,Low,Large,True,Pixiv
Beautifly,False,False,High,Large,True,Pixiv
Tapu Lele,False,False,High,Small,False,Pixiv
Klink,False,False,Low,Large,False,Twitter
Gastly,False,True,High,Large,False,Pixiv
Granbull,False,False,Low,Large,False,Pixiv
Rhyperior,False,False,Low,Small,True,Twitter
Inkay,False,False,Low,Small,False,Pixiv
Darumaka,False,False,High,Small,False,Pixiv
Manaphy,False,False,Low,Large,True,Twitter
Dwebble,False,True,Low,Small,False,Pixiv
Mesprit,False,False,Low,Small,True,Pixiv
Gothita,False,True,High,Small,False,Pixiv
Spheal,False,False,Low,Small,True,Pixiv
Chansey,False,True,High,Large,False,Pixiv
Pawniard,False,False,High,Small,True,Twitter
Burmy,False,False,Low,Small,False,Twitter
Shiinotic,False,False,High,Small,False,Pixiv
Bronzor,False,False,Low,Large,False,Twitter
Palkia,True,False,High,Large,True,Pixiv
Slugma,False,False,Low,Large,True,Twitter
Crawdaunt,False,True,Low,Large,True,Pixiv
Bisharp,False,False,High,Small,False,Twitter
Bruxish,False,False,Low,Large,False,Pixiv
Spewpa,False,False,High,Large,False,Twitter
Ducklett,False,False,Low,Large,False,Pixiv
Probopass,False,False,Low,Small,False,Twitter
Lugia,False,False,Low,Small,True,Pixiv
Walrein,False,False,Low,Large,False,Pixiv
Lairon,False,True,High,Large,False,Pixiv
Mareanie,False,False,Low,Small,True,Twitter
Medicham,False,False,High,Large,True,Twitter
Vulpix,True,False,Low,Small,True,Pixiv
Anorith,False,False,High,Small,False,Pixiv
Kakuna,False,False,Low,Small,False,Pixiv
Rapidash,False,False,Low,Large,False,Pixiv
Parasect,False,False,Low,Small,True,Pixiv
Sylveon,False,False,Low,Large,False,Twitter
Emolga,True,False,High,Small,True,Twitter
Oranguru,False,False,High,Small,False,Twitter
Emolga,True,True,Low,Large,False,Twitter
Bellossom,False,True,Low,Large,False,Twitter
Dodrio,False,True,Low,Large,False,Pixiv
Marshtomp,False,False,High,Small,False,Pixiv
Mesprit,False,False,Low,Large,True,Pixiv
Mew,True,False,Low,Small,True,Twitter
Bunnelby,False,False,Low,Small,True,Pixiv
Pignite,False,False,Low,Large,True,Twitter
Typhlosion,False,False,High,Small,True,Pixiv
Latios,False,True,High,Small,False,Pixiv
Gliscor,False,False,High,Small,True,Twitter
Delcatty,False,False,Low,Large,True,Twitter
Bounsweet,False,False,High,Large,False,Twitter
Sableye,False,True,High,Small,False,Pixiv
Lopunny,False,False,High,Small,True,Twitter
Aerodactyl,False,False,Low,Large,False,Twitter
Metang,True,False,Low,Small,True,Pixiv
Unown,False,False,Low,Large,True,Pixiv
Pancham,False,True,Low,Large,False,Twitter
Mienfoo,False,False,High,Small,False,Pixiv
Castform,False,False,High,Large,False,Twitter
Elgyem,False,False,Low,Small,False,Twitter
Vulpix,True,False,Low,Small,True,Pixiv
Gliscor,False,False,High,Large,False,Twitter
Vikavolt,False,False,Low,Large,True,Twitter
Wimpod,False,False,High,Large,True,Twitter
Pancham,False,False,Low,Small,False,Pixiv
Ninjask,False,False,High,Large,False,Pixiv
Zygarde,False,True,High,Large,False,Pixiv
Zebstrika,False,True,High,Small,False,Pixiv
Pidgey,False,False,High,Large,False,Pixiv
Charmeleon,False,False,Low,Small,True,Pixiv
Simipour,False,False,High,Small,False,Pixiv
Nidoqueen,False,False,Low,Large,False,Twitter
Kadabra,False,False,Low,Small,True,Pixiv
Bulbasaur,True,False,Low,Large,False,Pixiv
