pokemon_names,raw_rankings,poke_tiers,famous_artist,photo_brightness_level,photo_depth_of_field ,is_pokemon_larger_than_a_burrito,cute_classification_conv_net_feature_14,cute_classification_conv_net_feature_26,photo_night_or_day
Tangela ,1.6392457413347352,B,false,low,low,true,zero,non-zero,night
Dewgong ,4.441462698087945,S,false,low,low,true,zero,zero,night
Horsea ,2.2900396748647776,B,false,high,low,true,non-zero,non-zero,day
Primeape ,2.659645481342013,A,false,high,high,true,non-zero,non-zero,day
Rhydon ,3.526790968294709,S,true,high,low,true,zero,zero,day
Ninetales ,3.6685580731372367,S,false,low,high,true,non-zero,non-zero,night
Nidoran♀ ,2.79681966561285,A,true,high,high,true,zero,zero,night
Nidoqueen ,4.171979655455235,S,true,low,low,true,non-zero,zero,day
Onix ,3.1804157647602898,A,false,high,high,true,non-zero,non-zero,night
Victreebel ,2.37771769643217,B,false,high,high,true,zero,non-zero,night
Articuno ,4.5,S,false,low,low,true,zero,non-zero,day
Seadra ,4.5,S,true,high,low,true,zero,zero,night
Golduck ,3.931009793184388,S,true,high,low,true,zero,zero,day
Articuno ,3.0938316797255783,A,true,high,low,true,non-zero,zero,day
Mewtwo ,2.3813437810797393,B,false,low,low,true,non-zero,non-zero,night
Nidoran♂ ,0.9268315978127708,C,false,high,low,true,zero,non-zero,night
Electrode ,2.1069684567456073,B,true,low,high,true,non-zero,non-zero,day
Goldeen ,3.7707177850393716,S,false,high,high,true,non-zero,non-zero,day
Weepinbell ,3.334260706512854,A,false,low,low,true,non-zero,non-zero,day
Rhyhorn ,2.385631298265115,B,true,high,high,true,non-zero,non-zero,night
Magnemite ,1.4164292762915829,C,false,high,high,true,zero,non-zero,day
Tauros ,3.1230663736451243,A,false,low,low,true,zero,zero,day
Spearow ,3.4165333894122454,A,true,low,high,true,zero,non-zero,night
Weezing ,0.6129561569430564,C,false,low,high,true,zero,zero,night
Doduo ,3.1260333377024088,A,false,low,high,true,non-zero,zero,day
Aerodactyl ,3.5879376794086495,S,false,high,high,true,non-zero,zero,day
Snorlax ,4.5,S,false,high,low,true,zero,non-zero,night
Vulpix ,3.647290672789206,S,false,low,high,true,zero,zero,day
Dugtrio ,0.5520448732254879,C,false,low,high,true,non-zero,non-zero,night
Pidgeot ,3.23690383613167,A,true,low,low,true,non-zero,zero,day
Oddish ,0.6937605194738046,C,false,high,high,true,non-zero,non-zero,day
Dratini ,4.480882528398458,S,true,high,high,true,zero,zero,night
Golbat ,0.5,C,false,high,low,true,non-zero,non-zero,day
Zubat ,3.1180290714819647,A,false,high,low,true,zero,zero,night
Cloyster ,3.650776684552958,S,false,high,low,true,zero,zero,day
Kakuna ,2.754481542793527,A,true,high,high,true,non-zero,non-zero,night
Ekans ,3.1200895279928633,A,false,low,high,true,non-zero,zero,night
Pikachu ,1.616761193605849,B,true,high,low,true,non-zero,non-zero,night
Zubat ,2.76805440160964,A,true,low,high,true,non-zero,non-zero,night
Haunter ,2.498256877512917,B,true,low,low,true,zero,non-zero,night
Pidgeot ,2.5138594049060163,A,true,low,low,true,non-zero,zero,day
Zubat ,1.9198322091520348,B,false,low,low,true,zero,non-zero,day
Nidoran♀ ,2.758722377733529,A,true,low,high,true,zero,zero,night
Goldeen ,3.334355577775913,A,true,low,high,true,non-zero,non-zero,night
Alakazam ,2.489774410739984,B,true,low,low,true,non-zero,non-zero,night
Zubat ,2.010806907543825,B,true,high,high,true,non-zero,non-zero,day
Omastar ,4.149188581129444,S,true,low,high,true,zero,zero,night
Scyther ,1.0789659855269518,C,false,low,high,true,zero,non-zero,day
Gastly ,1.1733311746516852,C,false,high,low,true,zero,non-zero,day
Growlithe ,3.577001287264311,S,true,high,low,true,non-zero,zero,night
Oddish ,3.2419727931417026,A,true,high,high,true,non-zero,non-zero,night
Omastar ,3.7750680784765662,S,false,low,high,true,non-zero,zero,night
Graveler ,3.823116613216947,S,false,low,high,true,non-zero,zero,day
Dugtrio ,4.1919973219269275,S,false,low,low,true,non-zero,zero,night
Shellder ,2.8728678661638,A,true,low,low,true,zero,zero,night
Raticate ,2.5976810847723883,A,true,low,low,true,zero,non-zero,night
Snorlax ,4.068285140016276,S,false,high,high,true,non-zero,non-zero,day
Doduo ,2.485150119248546,B,false,high,high,true,zero,non-zero,day
Tentacool ,3.5131782561531097,S,true,low,low,true,zero,non-zero,night
Geodude ,3.7400607219261883,S,true,high,high,true,zero,non-zero,day
Charizard ,3.997189233369147,S,false,high,high,true,non-zero,zero,day
Nidoran♂ ,4.197115284830146,S,false,high,high,true,non-zero,non-zero,night
Haunter ,4.486871511082869,S,true,high,high,true,non-zero,non-zero,night
Oddish ,1.8376235718824148,B,true,low,high,true,non-zero,non-zero,night
Dugtrio ,2.5413168142642166,A,false,low,high,true,non-zero,zero,night
Nidoran♀ ,1.6853953087813658,B,true,low,low,true,non-zero,non-zero,day
Starmie ,4.27853744225221,S,false,high,low,true,zero,zero,day
Rapidash ,3.1800243668051555,A,true,low,low,true,non-zero,zero,day
Porygon ,3.9204357265136713,S,false,low,low,true,zero,zero,night
Gloom ,0.5,C,true,high,low,true,zero,non-zero,day
Nidoking ,1.846392244845099,B,false,low,low,true,zero,non-zero,night
Mr. Mime ,2.9408972430277682,A,false,low,low,true,non-zero,zero,day
Weepinbell ,1.2599640259948164,C,false,low,low,true,zero,non-zero,night
Hypno ,3.647331149485761,S,true,low,high,true,non-zero,non-zero,day
Rhyhorn ,2.387474593666288,B,false,low,low,true,non-zero,non-zero,day
Diglett ,2.2577366842598847,B,true,low,low,False,non-zero,non-zero,day
Magmar ,3.7621538373562187,S,false,low,high,true,zero,zero,day
Lickitung ,2.467777143027106,B,false,high,high,true,zero,non-zero,night
Metapod ,3.1267221845561606,A,false,high,low,true,non-zero,zero,day
Wartortle ,4.130740455421935,S,false,high,low,true,non-zero,zero,night
Venonat ,1.0700254162023362,C,false,low,high,true,non-zero,non-zero,night
Lapras ,3.5161944982481725,S,false,low,low,true,zero,non-zero,night
Gengar ,3.113928675994629,A,false,low,high,true,zero,non-zero,night
Golduck ,2.762819578597905,A,false,high,high,true,non-zero,non-zero,night
Arbok ,1.1457363743390179,C,false,high,low,true,non-zero,non-zero,day
Magnemite ,0.8876351171860848,C,false,low,high,true,zero,non-zero,night
Horsea ,4.164412934395119,S,false,high,low,true,non-zero,non-zero,day
Voltorb ,3.161646064532706,A,true,low,low,true,non-zero,zero,night
Seaking ,3.959401740774486,S,true,low,high,true,zero,non-zero,day
Nidoking ,2.324540379860161,B,false,low,low,true,zero,non-zero,night
Zubat ,2.623904659597363,A,true,high,low,true,non-zero,non-zero,night
Weedle ,1.5066228393761578,B,false,high,high,true,non-zero,non-zero,night
Zapdos ,1.225858003578296,C,false,high,high,true,zero,non-zero,night
Pidgeotto ,2.104605751413251,B,true,high,low,true,zero,zero,night
Nidoran♂ ,1.6447503129616763,B,false,high,high,true,zero,non-zero,day
Gastly ,3.0176454655885854,A,false,low,high,true,non-zero,zero,day
Butterfree ,4.5,S,false,high,high,true,zero,non-zero,day
Rhyhorn ,3.629603782649438,S,true,low,low,true,zero,zero,night
Electrode ,1.6893589152189377,B,true,low,high,true,non-zero,non-zero,night
Kakuna ,3.4468355295498503,A,false,low,low,true,zero,non-zero,day
Omastar ,3.35421257808812,A,false,low,low,true,zero,non-zero,day
Diglett ,2.0933597307852803,B,true,high,high,False,zero,non-zero,day
Dodrio ,2.8823181996870826,A,false,high,low,true,zero,non-zero,night
Geodude ,2.42310690401381,B,false,low,low,true,non-zero,non-zero,day
Exeggcute ,1.0866594190000785,C,false,high,high,true,zero,non-zero,night
Wartortle ,2.0870386002977015,B,false,low,high,true,non-zero,non-zero,night
Primeape ,3.550187552366917,S,false,low,high,true,zero,non-zero,day
Victreebel ,3.470806240726878,A,false,high,high,true,non-zero,zero,day
Blastoise ,3.6933341004956994,S,true,low,high,true,zero,non-zero,day
Nidorina ,1.7187425279982198,B,true,low,low,true,zero,non-zero,night
Mew ,2.8694169424817493,A,true,high,high,true,non-zero,non-zero,night
Persian ,2.562975015554733,A,false,high,low,true,zero,non-zero,day
Gengar ,2.4514072807504865,B,false,high,high,true,zero,non-zero,day
Exeggcute ,2.6215646996494315,A,true,low,low,true,non-zero,non-zero,night
Mewtwo ,3.4834341823238035,A,false,high,low,true,zero,zero,day
Oddish ,2.0562271377062027,B,false,low,low,true,non-zero,zero,day
Bellsprout ,3.0450985489721534,A,false,high,low,true,non-zero,non-zero,night
Dodrio ,2.567713235241336,A,true,high,high,true,non-zero,zero,day
Snorlax ,2.836509896751539,A,false,high,high,true,non-zero,zero,night
Nidoking ,3.3276630479924356,A,false,low,low,true,zero,zero,night
Haunter ,3.041035563754244,A,false,high,high,true,zero,zero,day
Hitmonchan ,1.990495513886365,B,true,low,low,true,non-zero,non-zero,night
Lapras ,3.7761671867911453,S,true,high,high,true,zero,non-zero,night
Gloom ,0.8400594558038268,C,false,low,high,true,non-zero,non-zero,day
Gengar ,2.86303945338022,A,true,low,high,true,zero,zero,night
Haunter ,1.8700793951012173,B,true,low,low,true,non-zero,non-zero,day
Persian ,1.4859091807168683,C,false,high,low,true,non-zero,non-zero,day
Kangaskhan ,3.0329928676999476,A,false,low,low,true,zero,non-zero,night
Ponyta ,2.8685375721502147,A,true,high,high,true,non-zero,zero,night
Fearow ,1.8052845730869262,B,true,low,high,true,zero,non-zero,day
Gloom ,3.3312273266356374,A,false,high,low,true,non-zero,zero,night
Muk ,2.1183860542898563,B,false,high,high,true,non-zero,non-zero,day
Golbat ,1.9157803233821422,B,false,low,low,true,zero,non-zero,night
Porygon ,0.5,C,false,low,high,true,non-zero,non-zero,day
Poliwhirl ,4.5,S,true,high,high,true,non-zero,non-zero,night
Fearow ,3.4225712246718887,A,false,high,high,true,non-zero,non-zero,night
Nidoqueen ,1.6638767885239811,B,false,low,low,true,non-zero,non-zero,day
Zubat ,2.5528073084177545,A,false,high,high,true,non-zero,non-zero,night
Kangaskhan ,2.3771579390941384,B,false,high,high,true,zero,non-zero,day
Magikarp ,1.446769141798534,C,false,low,high,true,non-zero,non-zero,day
Starmie ,4.5,S,true,high,low,true,zero,non-zero,day
Shellder ,0.5355488192651752,C,false,low,low,true,zero,zero,night
Dugtrio ,3.4168022595488727,A,false,low,low,true,zero,non-zero,day
Diglett ,2.238438696514196,B,false,high,high,False,zero,non-zero,day
Nidoking ,1.8434030881100143,B,true,low,high,true,non-zero,zero,night
Onix ,3.4359336977362487,A,true,high,high,true,non-zero,zero,night
Doduo ,1.8977142433850134,B,false,high,low,true,zero,non-zero,day
Nidorina ,1.0595743045081019,C,false,low,high,true,zero,non-zero,night
Haunter ,4.5,S,false,low,high,true,zero,non-zero,day
Muk ,3.12928052983162,A,false,high,high,true,non-zero,zero,day
Squirtle ,2.2298094396557735,B,false,low,high,true,non-zero,non-zero,day
Vulpix ,4.5,S,true,high,low,true,zero,non-zero,night
Porygon ,4.5,S,false,low,low,true,zero,zero,night
Ninetales ,4.5,S,true,low,low,true,non-zero,non-zero,day
Moltres ,3.621169067746894,S,false,high,high,true,zero,zero,night
Krabby ,3.9065136610583275,S,true,high,high,true,zero,zero,night
Zubat ,3.336092357966471,A,false,high,low,true,zero,non-zero,night
Seadra ,3.5290269156009,S,false,low,high,true,zero,zero,day
Snorlax ,3.6766986255125675,S,true,high,high,true,non-zero,non-zero,night
Paras ,2.2636809306534205,B,true,low,low,true,zero,non-zero,night
Nidoqueen ,2.522575565580474,A,true,low,high,true,non-zero,non-zero,day
Snorlax ,4.5,S,false,low,low,true,zero,non-zero,day
Rattata ,4.241616753657754,S,true,low,low,true,zero,zero,night
Arbok ,2.448402421193181,B,false,low,low,true,zero,non-zero,day
Fearow ,2.221039922208745,B,false,high,low,true,zero,zero,day
Geodude ,3.788434874640342,S,false,high,high,true,non-zero,non-zero,night
Nidorina ,2.6401037368261973,A,false,low,high,true,non-zero,non-zero,day
Golbat ,3.143099087738933,A,true,high,high,true,non-zero,non-zero,night
Mr. Mime ,3.444009015953923,A,true,low,high,true,non-zero,non-zero,day
Tauros ,1.9815126772290432,B,false,high,low,true,zero,non-zero,day
Farfetch'd ,4.5,S,false,low,high,true,zero,non-zero,day
Farfetch'd ,3.2784055964022407,A,false,high,high,true,zero,non-zero,day
Zubat ,4.5,S,true,high,high,true,zero,non-zero,day
Bulbasaur ,3.113896571117409,A,true,high,low,true,non-zero,zero,night
Magmar ,4.5,S,false,low,low,true,non-zero,zero,night
Nidorino ,2.096665724128589,B,true,high,high,true,non-zero,non-zero,night
Charmander ,3.7925114322297255,S,false,high,low,true,zero,non-zero,night
Onix ,3.2194422423801945,A,false,high,high,true,non-zero,zero,night
Squirtle ,4.5,S,true,low,low,true,zero,zero,night
Golem ,3.7615130157608108,S,false,low,high,true,zero,zero,night
Pidgey ,3.1562578647506987,A,false,high,high,true,zero,non-zero,night
Gengar ,1.7510718386107498,B,true,low,high,true,zero,non-zero,day
Machamp ,4.056478529810583,S,true,high,low,true,non-zero,zero,day
Ponyta ,2.752286450596624,A,false,low,high,true,non-zero,zero,night
Rattata ,3.20252431574617,A,true,high,high,true,zero,zero,day
Electrode ,2.316064255177976,B,false,high,high,true,non-zero,non-zero,day
Nidoran♂ ,3.1104366035893256,A,false,low,high,true,non-zero,non-zero,day
Ekans ,4.022526018237686,S,false,high,low,true,zero,non-zero,day
Omastar ,3.4255873678244373,A,false,high,low,true,zero,non-zero,day
Diglett ,1.8732111742217632,B,false,low,high,False,zero,zero,night
Persian ,3.5542665879176902,S,false,high,low,true,non-zero,non-zero,day
Bellsprout ,1.0213673823987952,C,false,high,high,true,zero,non-zero,day
Gengar ,3.0040447359904627,A,true,low,low,true,non-zero,zero,night
Haunter ,3.111470340649206,A,false,high,high,true,zero,non-zero,day
Rapidash ,1.926376071835783,B,true,high,high,true,zero,non-zero,night
Arcanine ,3.1156151382268304,A,true,high,high,true,non-zero,non-zero,night
Ponyta ,3.490080336806725,A,true,low,high,true,non-zero,zero,day
Onix ,1.620686864877412,B,false,low,high,true,non-zero,non-zero,night
Zapdos ,3.772028747269691,S,false,low,high,true,zero,zero,night
Moltres ,4.4799440246545235,S,false,high,high,true,zero,non-zero,night
Electrode ,4.093814113655574,S,false,low,low,true,zero,non-zero,day
Tauros ,0.5,C,false,high,high,true,zero,non-zero,night
Poliwhirl ,4.262568983000561,S,true,low,high,true,zero,zero,night
Ninetales ,3.021248555707757,A,true,high,high,true,non-zero,non-zero,day
Weezing ,2.2046197327127373,B,false,low,low,true,zero,non-zero,day
Venomoth ,0.517387803461852,C,false,low,high,true,zero,non-zero,day
Dragonite ,3.988955465849568,S,false,low,high,true,zero,zero,day
Dugtrio ,1.656128946518412,B,true,low,high,true,zero,non-zero,day
Golbat ,1.8080210052941408,B,true,low,low,true,zero,non-zero,day
Primeape ,1.8606139706124867,B,true,high,low,true,non-zero,zero,night
Mr. Mime ,3.4643591035039942,A,false,high,high,true,zero,non-zero,day
Nidorino ,3.3516397488630636,A,true,high,high,true,zero,zero,day
Onix ,2.9455399933948363,A,true,high,low,true,zero,non-zero,night
Dewgong ,3.6619787329599514,S,false,high,low,true,non-zero,non-zero,night
Kangaskhan ,3.1925074674471112,A,true,low,low,true,zero,non-zero,day
Dugtrio ,2.070000920976824,B,true,high,high,true,non-zero,non-zero,day
Charmeleon ,4.5,S,false,low,low,true,non-zero,non-zero,night
Golduck ,3.61805488464285,S,true,low,low,true,zero,zero,night
Muk ,1.9960350173922579,B,true,high,high,true,non-zero,non-zero,night
Venusaur ,1.8612882701706353,B,true,low,high,true,zero,non-zero,night
Fearow ,2.1776525549691597,B,false,low,low,true,non-zero,non-zero,day
Gengar ,2.9516238262107932,A,false,high,low,true,zero,zero,night
Magneton ,3.750776438845996,S,true,high,low,true,zero,zero,day
Gastly ,3.183122318604629,A,false,low,high,true,non-zero,zero,night
Nidoqueen ,2.9998439020115484,A,true,low,low,true,zero,zero,night
Zubat ,3.261192110320751,A,false,high,high,true,zero,non-zero,night
Charmeleon ,4.5,S,false,low,high,true,zero,non-zero,day
Metapod ,1.7915750606943788,B,false,low,high,true,zero,non-zero,night
Porygon ,1.542530449430474,B,true,low,high,true,non-zero,zero,day
Charmeleon ,3.5149182630640774,S,false,high,high,true,non-zero,non-zero,night
Dodrio ,3.262398284300138,A,true,low,high,true,non-zero,non-zero,night
Weezing ,3.044688776948679,A,false,high,low,true,zero,non-zero,day
Aerodactyl ,3.6261899484194617,S,false,high,low,true,non-zero,zero,night
Haunter ,2.151376973317068,B,false,low,high,true,zero,non-zero,night
Onix ,0.5,C,false,low,high,true,non-zero,non-zero,night
Voltorb ,3.2086150379560436,A,true,low,low,true,zero,non-zero,day
Cloyster ,2.3266882511448093,B,false,high,low,true,zero,non-zero,day
Poliwag ,3.0689575189579945,A,false,high,high,true,non-zero,zero,night
Meowth ,2.702465290180043,A,false,high,high,true,non-zero,zero,night
Nidoran♀ ,1.7654448853353633,B,true,low,low,true,zero,non-zero,night
Golem ,3.0600081214227606,A,false,high,low,true,non-zero,non-zero,day
Hitmonchan ,2.196665441761243,B,false,low,low,true,non-zero,non-zero,day
Dugtrio ,1.54980302352947,B,true,high,low,true,non-zero,non-zero,night
Lickitung ,2.193986205180315,B,false,high,low,true,zero,non-zero,night
Seadra ,4.5,S,false,low,high,true,non-zero,zero,day
Kangaskhan ,2.8792527557739964,A,false,low,high,true,zero,zero,day
Diglett ,2.962340151000022,A,true,low,low,False,zero,non-zero,night
Grimer ,2.9618712654259767,A,false,high,low,true,non-zero,non-zero,day
Kabutops ,3.7273771900489283,S,false,low,high,true,zero,zero,night
Ekans ,4.5,S,false,low,high,true,zero,non-zero,night
Primeape ,0.5,C,false,low,high,true,zero,non-zero,night
Golbat ,3.062822192551179,A,false,high,low,true,non-zero,non-zero,night
Voltorb ,4.394710368013619,S,false,low,high,true,zero,non-zero,night
Seel ,3.8358213075332124,S,false,high,high,true,zero,zero,day
Paras ,2.2544829591846804,B,true,high,high,true,zero,non-zero,night
Doduo ,1.8844867125553904,B,true,high,low,true,zero,zero,day
Geodude ,1.5438154746124428,B,false,low,high,true,non-zero,non-zero,night
Golbat ,2.5161849497476325,A,false,low,low,true,zero,zero,day
Electrode ,3.2161773730183087,A,false,high,low,true,zero,non-zero,night
Gengar ,3.4239050246946574,A,true,high,high,true,non-zero,non-zero,night
Gastly ,2.3475561674395258,B,false,high,low,true,non-zero,non-zero,night
Electrode ,2.5419090367046118,A,false,high,low,true,zero,zero,night
Haunter ,2.230331997979616,B,false,low,low,true,non-zero,non-zero,day
Zubat ,1.232779002989916,C,false,high,low,true,zero,non-zero,day
Persian ,1.6128441679272592,B,false,high,high,true,zero,zero,day
Dragonair ,3.927408520834605,S,false,low,low,true,non-zero,non-zero,night
Starmie ,3.7703004850270547,S,true,high,high,true,non-zero,non-zero,night
Victreebel ,1.0384411913595362,C,false,low,high,true,zero,non-zero,day
Ninetales ,4.294154976380999,S,false,high,high,true,zero,non-zero,night
Haunter ,2.4684366574979593,B,true,high,low,true,zero,non-zero,night
Poliwhirl ,4.5,S,false,high,high,true,zero,zero,day
Gengar ,3.3072483602676366,A,true,low,high,true,zero,zero,day
Clefable ,4.5,S,false,low,low,true,zero,zero,night
Nidoqueen ,2.156533122617636,B,false,high,low,true,non-zero,non-zero,night
Diglett ,0.963555580057931,C,false,low,low,False,non-zero,zero,night
Oddish ,1.3044295587852324,C,false,high,high,true,zero,non-zero,night
Dugtrio ,2.682052124738767,A,false,high,low,true,zero,zero,day
Golbat ,3.9442480800617554,S,false,high,low,true,non-zero,non-zero,night
Zapdos ,4.399376217486172,S,true,high,low,true,zero,zero,night
Gengar ,3.4762138955738697,A,false,high,low,true,non-zero,zero,night
Diglett ,2.925895014754454,A,true,low,high,False,non-zero,zero,night
Ninetales ,3.529371519663822,S,false,low,high,true,zero,zero,night
Gengar ,4.5,S,false,low,high,true,non-zero,zero,day
Gengar ,2.8304461515197255,A,true,high,low,true,non-zero,zero,day
Arcanine ,4.344058707897634,S,true,low,high,true,non-zero,zero,day
Parasect ,2.2195156760666332,B,false,high,low,true,non-zero,non-zero,night
Nidoran♀ ,2.0388534683338664,B,true,low,high,true,non-zero,non-zero,day
Mankey ,3.922484679994139,S,true,low,high,true,non-zero,non-zero,day
Articuno ,2.509123097145454,A,false,low,low,true,non-zero,zero,day
Golbat ,2.908703268997761,A,true,high,low,true,non-zero,zero,day
Seaking ,4.257916399771819,S,true,high,low,true,non-zero,zero,night
Nidorina ,3.26056803794792,A,true,low,low,true,zero,non-zero,day
Gengar ,2.857551079483482,A,false,high,high,true,non-zero,zero,night
Vulpix ,4.0269489960085405,S,false,high,low,true,non-zero,non-zero,day
Vaporeon ,4.4019934301275505,S,false,low,high,true,non-zero,non-zero,night
Articuno ,4.000029523854886,S,false,high,high,true,non-zero,zero,night
Venomoth ,1.8934151631057727,B,false,high,low,true,zero,non-zero,day
Gastly ,3.368447768298015,A,true,high,high,true,zero,zero,night
Persian ,2.8198986358674194,A,true,high,low,true,zero,zero,night
Porygon ,1.4974944693154069,C,false,high,low,true,zero,zero,night
Charmander ,4.5,S,true,high,high,true,non-zero,zero,night
Weezing ,4.269557692790437,S,true,low,low,true,zero,zero,day
Dugtrio ,3.3437317027340785,A,true,high,low,true,zero,zero,day
Onix ,4.5,S,true,low,low,true,zero,non-zero,day
Aerodactyl ,3.1513866442610188,A,true,low,low,true,zero,zero,day
Golbat ,2.585923382201872,A,false,high,low,true,zero,zero,day
Charmeleon ,4.5,S,false,low,low,true,zero,non-zero,night
Mewtwo ,3.6280585953731608,S,true,low,high,true,non-zero,zero,night
Starmie ,3.9499566364011773,S,false,low,high,true,non-zero,non-zero,night
Horsea ,2.499453396921794,B,false,low,high,true,non-zero,non-zero,night
Gengar ,2.6177194776510424,A,false,low,high,true,non-zero,non-zero,night
Kangaskhan ,3.9943158980438627,S,false,low,high,true,zero,zero,night
Seel ,4.121795559664312,S,true,high,low,true,zero,zero,day
Charizard ,4.254778898315797,S,true,low,high,true,zero,zero,day
Magikarp ,4.5,S,false,high,low,true,zero,zero,night
Golbat ,3.629062598331579,S,false,high,low,true,zero,zero,night
Diglett ,2.4062297023776367,B,false,high,low,False,zero,non-zero,day
Pikachu ,2.9808134740603265,A,true,low,low,true,non-zero,non-zero,day
Charmeleon ,4.312048640778271,S,true,high,high,true,non-zero,zero,night
Nidoran♀ ,2.5694899528658937,A,true,low,high,true,non-zero,zero,night
Zubat ,2.0945561394866563,B,false,low,high,true,zero,non-zero,day
Diglett ,0.5,C,false,high,high,False,zero,non-zero,day
Rhydon ,3.5173901658647146,S,false,high,low,true,zero,non-zero,day
Machamp ,3.586499958614706,S,false,low,high,true,zero,zero,day
Jynx ,4.5,S,false,low,high,true,non-zero,zero,day
Vulpix ,4.5,S,true,low,high,true,non-zero,zero,day
Electrode ,3.3792388231386608,A,true,high,low,true,zero,non-zero,night
Magikarp ,0.8982136258525459,C,false,high,low,true,zero,zero,night
Dodrio ,2.07428047974445,B,true,high,low,true,non-zero,non-zero,night
Seel ,3.527125247368669,S,true,low,low,true,non-zero,zero,day
Zubat ,2.506570875685276,A,false,low,low,true,zero,zero,day
Parasect ,2.8724177288243875,A,true,high,high,true,zero,non-zero,day
Vileplume ,0.5,C,false,high,low,true,zero,non-zero,night
Rhyhorn ,4.5,S,false,low,low,true,non-zero,non-zero,day
Arbok ,1.4131486335217147,C,false,high,high,true,zero,non-zero,night
Dragonite ,4.307001262765915,S,false,high,low,true,zero,zero,night
Mewtwo ,2.4639514639140705,B,false,high,high,true,non-zero,non-zero,day
Diglett ,2.2778971357075957,B,false,high,low,False,zero,non-zero,day
Zubat ,3.2242192675195525,A,false,high,high,true,zero,zero,night
Charmander ,4.258599633606406,S,true,high,high,true,zero,non-zero,day
Ivysaur ,1.6819327890507274,B,true,low,high,true,zero,non-zero,night
Seaking ,3.7327421223247574,S,false,high,low,true,non-zero,non-zero,night
Onix ,1.371724220406929,C,false,high,high,true,zero,non-zero,night
Onix ,1.0361967315579084,C,false,low,low,true,non-zero,non-zero,night
Kakuna ,0.5,C,false,low,high,true,zero,zero,day
Dugtrio ,1.704417011098165,B,false,high,high,true,non-zero,zero,night
Gyarados ,2.5228375110718404,A,true,low,high,true,non-zero,zero,night
Scyther ,2.2294943052375893,B,false,low,low,true,non-zero,non-zero,day
Mankey ,4.301991061257526,S,true,high,high,true,zero,zero,day
Poliwrath ,4.322557451169931,S,false,low,high,true,non-zero,zero,night
Dugtrio ,2.5173160135914947,A,false,high,high,true,non-zero,non-zero,night
Golbat ,2.5227104228617385,A,false,high,low,true,non-zero,zero,night
Drowzee ,2.477072170732959,B,false,low,high,true,non-zero,non-zero,night
Diglett ,1.413262038637426,C,false,low,high,False,non-zero,zero,night
Venusaur ,3.116925570035787,A,true,low,low,true,non-zero,zero,day
Zubat ,3.1401536196527213,A,true,high,high,true,zero,zero,night
Gastly ,3.350014054393907,A,false,low,high,true,non-zero,non-zero,day
Jolteon ,2.6159832796110782,A,false,low,low,true,non-zero,zero,day
Cloyster ,4.5,S,true,high,low,true,zero,non-zero,day
Meowth ,3.957848844880247,S,false,low,high,true,non-zero,non-zero,night
Caterpie ,2.569042892321594,A,true,high,high,true,zero,zero,day
Mr. Mime ,2.5871462563544485,A,false,high,low,true,non-zero,zero,day
Pidgeotto ,1.2534089919791551,C,false,high,low,true,non-zero,non-zero,night
Gastly ,2.498127956975545,B,true,low,low,true,non-zero,non-zero,day
Vileplume ,3.4892875088331174,A,false,high,low,true,zero,zero,night
Pikachu ,1.674830921810579,B,true,high,low,true,zero,non-zero,day
Metapod ,3.2817829614405065,A,true,high,low,true,zero,zero,day
Gloom ,3.074566131382192,A,true,high,high,true,non-zero,non-zero,day
Onix ,1.3402204607331198,C,false,low,high,true,non-zero,non-zero,day
Ditto ,3.4657455780192876,A,true,low,low,true,zero,zero,night
Wartortle ,4.5,S,true,high,low,true,zero,zero,night
Haunter ,1.875739398469287,B,false,high,high,true,non-zero,non-zero,night
Zubat ,4.5,S,false,low,low,true,non-zero,non-zero,day
Tauros ,2.7116375075580272,A,false,high,high,true,non-zero,non-zero,day
Persian ,4.0117150902624275,S,true,low,low,true,zero,non-zero,night
Persian ,2.3837149172242498,B,false,low,low,true,zero,non-zero,night
Ponyta ,3.845092487856445,S,true,low,high,true,zero,zero,night
Diglett ,2.6651666826367064,A,false,high,high,False,zero,non-zero,day
Spearow ,2.486964522785259,B,true,high,high,true,zero,non-zero,day
Machop ,4.5,S,true,high,low,true,non-zero,zero,night
Eevee ,3.6410736730963738,S,false,high,high,true,zero,non-zero,day
Weezing ,1.537418421913195,B,false,high,high,true,zero,non-zero,day
Poliwag ,3.513135458998891,S,true,high,low,true,zero,zero,day
Onix ,4.5,S,false,high,high,true,zero,zero,night
Ivysaur ,0.6824447548299433,C,false,high,high,true,non-zero,non-zero,night
Nidoqueen ,2.4276583075233757,B,true,high,high,true,zero,non-zero,day
Dragonite ,3.9694653846017838,S,false,high,low,true,zero,zero,day
Starmie ,3.6699148244639828,S,false,low,high,true,non-zero,zero,night
Gengar ,0.5,C,false,low,low,true,zero,non-zero,day
Raichu ,1.8912826369681757,B,false,high,high,true,non-zero,non-zero,day
Tauros ,1.50434359010814,B,false,low,low,true,non-zero,non-zero,night
Paras ,1.8491362198694852,B,false,low,high,true,non-zero,non-zero,day
Zubat ,1.6340930088230474,B,true,low,high,true,zero,zero,day
Lickitung ,2.360823416465059,B,false,high,low,true,zero,non-zero,day
Kangaskhan ,2.7165421241824097,A,false,low,high,true,non-zero,zero,day
Dugtrio ,2.905088365448118,A,false,low,high,true,non-zero,zero,night
Magmar ,3.7012822647568093,S,true,low,high,true,zero,non-zero,night
Ekans ,0.5851238981311382,C,false,low,high,true,zero,non-zero,day
